user,sum_score,mean_score,degree,closeness,betweenness,load,eigenvector,listed,followers,reply_sent,reply_recieved,mention_sent,mention_recieved,tweet_sent,tweet_recieved
mac_matz,1.0003330659760525,0.11114811844178361,0.0003185727938834023,0.0,0.0,0.0,0.0,8.121772441472477e-05,1.3168343295225622e-05,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
taeshuabesties,1.0003330285127716,0.11114811427919685,0.0003185727938834023,0.0,0.0,0.0,0.0,0.00017597173623190367,1.3130880014158124e-05,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
TraWard_2,1.0003316611030126,0.11114796234477918,0.0003185727938834023,0.0,0.0,0.0,0.0,1.353628740245413e-05,1.1763470255194438e-05,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
ellaafitzz,1.0003310054955938,0.11114788949951043,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,1.110786283651322e-05,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
itsegc,1.0003284017975598,0.11114760019972886,0.0,0.0,0.0,0.0,0.0,2.707257480490826e-05,8.504164802322093e-06,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
NsfAnthony,1.0003280458963897,0.11114756065515441,0.0003185727938834023,0.0,0.0,0.0,0.0,0.0,8.148263632180862e-06,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
antonywambua0,1.0003275214104546,0.11114750237893939,0.0003185727938834023,0.0,0.0,0.0,0.0,0.0,7.6237776972358864e-06,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
Whyvoni,1.0003274839471736,0.11114749821635263,0.0,0.0,0.0,0.0,0.0,0.00014213101772576835,7.586314416168388e-06,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
samanthabueno91,1.0003265660967875,0.11114739623297638,0.0,0.0,0.0,0.0,0.0,1.353628740245413e-05,6.6684640300146816e-06,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
lucho_walker,1.0003265660967875,0.11114739623297638,0.0,0.0,0.0,0.0,0.0,6.091329331104358e-05,6.6684640300146816e-06,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
EmmaBettyHughes,1.0003258355628066,0.11114731506253407,0.0003185727938834023,0.0,0.0,0.0,0.0,0.00010829029921963303,5.937930049198467e-06,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
fafdaholic,1.0003256107831202,0.11114729008701335,0.0,0.0,0.0,0.0,0.0,7.44495807134977e-05,5.7131503627934775e-06,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
nomorefreekey,1.0003255545881986,0.11114728384313317,0.0,0.0,0.0,0.0,0.0,1.353628740245413e-05,5.65695544119223e-06,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
darshipatel188,1.0003251612237474,0.11114724013597194,0.0,0.0,0.0,0.0,0.0,0.00031133461025644496,5.2635909899834986e-06,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
V3ronzo,1.0003250488339042,0.11114722764821157,0.0,0.0,0.0,0.0,0.0,0.0,5.151201146781004e-06,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
walshjp,1.00032489898078,0.11114721099786445,0.0,0.0,0.0,0.0,0.0,0.00016243544882944954,5.001348022511011e-06,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
Partharaut,1.0003246367378125,0.11114718185975694,0.0006371455877668046,0.0,0.0,0.0,0.0,9.47540118171789e-05,4.739105055038524e-06,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
SonderPurpose,1.0003245805428909,0.11114717561587677,0.0003185727938834023,0.0,0.0,0.0,0.0,1.353628740245413e-05,4.682910133437276e-06,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
Yokenth,1.0003238874721911,0.11114709860802124,0.0009557183816502069,0.0,0.0,0.0,0.0,3.384071850613532e-05,3.9898394336885595e-06,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
xtremetony,1.000323775082348,0.11114708612026088,0.0,0.0,0.0,0.0,0.0,5.414514960981652e-05,3.877449590486065e-06,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
amreed8,1.0003232693280535,0.11114702992533927,0.0,0.0,0.0,0.0,0.0,2.0304431103681193e-05,3.371695296074839e-06,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
drbaanga,1.0003232131331319,0.1111470236814591,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,3.315500374473592e-06,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
